hour_year,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1706,0.07,0.08,0.08,0.12,0.17,0.19,0.1900000,0.2300000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2400000,0.2500000,0.2600000,0.2600000,0.2700000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3100000
1707,0.06,0.07,0.08,0.12,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1900000,0.2000000,0.2200000,0.2300000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3400000,0.3400000,0.3500000,0.3600000,0.3700000
1708,0.07,0.08,0.08,0.12,0.16,0.18,0.1900000,0.2000000,0.1800000,0.1800000,0.2000000,0.2200000,0.2300000,0.2600000,0.2800000,0.2900000,0.3000000,0.3100000,0.3200000,0.3300000,0.3400000,0.3500000,0.3600000,0.3700000,0.3800000
1709,0.07,0.08,0.08,0.12,0.16,0.17,0.1800000,0.2100000,0.1900000,0.1900000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000
1710,0.07,0.08,0.08,0.12,0.15,0.16,0.1800000,0.1900000,0.1600000,0.1700000,0.1900000,0.2000000,0.2100000,0.2200000,0.2400000,0.2300000,0.2300000,0.2300000,0.2200000,0.2100000,0.2200000,0.2200000,0.2300000,0.2400000,0.2400000
1711,0.07,0.07,0.07,0.1,0.13,0.14,0.1400000,0.1600000,0.1500000,0.1400000,0.1500000,0.1700000,0.1800000,0.2000000,0.2100000,0.2100000,0.2100000,0.2100000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000
1712,0.05,0.06,0.05,0.05,0.06,0.06,0.0600000,0.0700000,0.0800000,0.0800000,0.0800000,0.0900000,0.1000000,0.1000000,0.1100000,0.1000000,0.1000000,0.0900000,0.0800000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000
1713,0.02,0.03,0.02,0.02,0.02,0.02,0.0200000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1714,0.02,0.02,0.01,0.01,0.02,0.02,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0300000
1715,0.02,0.02,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1716,0.02,0.02,0.01,0.02,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000
1717,0.01,0.02,0.01,0.02,0.02,0.04,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
1718,0.01,0.01,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000
1719,0.01,0.01,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1720,0.01,0.01,0.01,0.01,0.02,0.02,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000
1721,0.05,0.05,0.05,0.05,0.04,0.05,0.0500000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000
1722,0.08,0.09,0.09,0.15,0.2,0.22,0.2400000,0.2600000,0.2300000,0.2500000,0.2600000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3400000,0.3600000,0.3800000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000
1723,0.08,0.08,0.09,0.14,0.19,0.21,0.2200000,0.2500000,0.2200000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3900000,0.3800000,0.3700000,0.3500000,0.3300000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000,0.3500000
1724,0.08,0.08,0.09,0.13,0.16,0.19,0.2000000,0.2200000,0.2000000,0.2100000,0.2300000,0.2500000,0.2800000,0.3100000,0.3300000,0.3200000,0.3100000,0.2900000,0.2600000,0.2400000,0.2400000,0.2500000,0.2600000,0.2600000,0.2700000
1725,0.07,0.08,0.08,0.12,0.15,0.17,0.1800000,0.1900000,0.1800000,0.1900000,0.2100000,0.2200000,0.2400000,0.2600000,0.2800000,0.2700000,0.2600000,0.2400000,0.2300000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000,0.2400000
1726,0.07,0.07,0.08,0.11,0.15,0.17,0.1700000,0.1700000,0.1600000,0.1700000,0.1800000,0.2000000,0.2100000,0.2300000,0.2400000,0.2400000,0.2200000,0.2100000,0.2000000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000
1727,0.07,0.08,0.08,0.12,0.15,0.16,0.1600000,0.1600000,0.1600000,0.1600000,0.1700000,0.1800000,0.1900000,0.2000000,0.2000000,0.2100000,0.2100000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000
1728,0.07,0.08,0.08,0.12,0.17,0.17,0.1800000,0.1800000,0.1700000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1900000
1729,0.07,0.07,0.08,0.12,0.15,0.15,0.1400000,0.1700000,0.1600000,0.1300000,0.1400000,0.1400000,0.1500000,0.1500000,0.1500000,0.1500000,0.1400000,0.1300000,0.1200000,0.1100000,0.1200000,0.1200000,0.1200000,0.1200000,0.1300000
1730,0.07,0.08,0.08,0.12,0.17,0.16,0.1600000,0.1500000,0.1600000,0.1200000,0.1200000,0.1300000,0.1400000,0.1600000,0.1700000,0.1500000,0.1400000,0.1200000,0.1100000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000,0.1000000
1731,0.07,0.08,0.09,0.13,0.17,0.17,0.1500000,0.1700000,0.1600000,0.1300000,0.1400000,0.1500000,0.1600000,0.1700000,0.1800000,0.1800000,0.1700000,0.1600000,0.1500000,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000
1732,0.07,0.08,0.09,0.13,0.17,0.17,0.1700000,0.1800000,0.1700000,0.1300000,0.1400000,0.1600000,0.1700000,0.1800000,0.1900000,0.2100000,0.2200000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000
1733,0.07,0.08,0.09,0.12,0.17,0.16,0.1400000,0.1700000,0.1600000,0.1300000,0.1400000,0.1600000,0.1700000,0.1800000,0.1900000,0.1900000,0.1900000,0.1800000,0.1700000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1900000
1734,0.07,0.08,0.08,0.1,0.15,0.13,0.1400000,0.1900000,0.1300000,0.1200000,0.1300000,0.1400000,0.1400000,0.1500000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000,0.2100000
1735,0.06,0.07,0.07,0.09,0.1,0.09,0.1100000,0.1000000,0.0800000,0.0600000,0.0700000,0.0700000,0.0800000,0.0900000,0.1000000,0.1000000,0.0900000,0.0800000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000
1736,0.02,0.03,0.02,0.02,0.02,0.03,0.0100000,0.0200000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1737,0.01,0.01,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1738,0.0,0.0,0.0,0.01,0.01,0.0,0.0000000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1739,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1740,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1741,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1742,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1743,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1744,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1745,0.02,0.02,0.02,0.01,0.02,0.02,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1746,0.07,0.08,0.09,0.12,0.16,0.16,0.1500000,0.1900000,0.1800000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2100000,0.2300000,0.2500000,0.2700000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000,0.3300000
1747,0.07,0.09,0.09,0.14,0.18,0.2,0.2000000,0.2300000,0.2100000,0.2100000,0.2300000,0.2500000,0.2800000,0.3100000,0.3300000,0.3500000,0.3800000,0.4000000,0.4200000,0.4500000,0.4600000,0.4700000,0.4800000,0.5000000,0.5100000
1748,0.07,0.08,0.09,0.12,0.15,0.16,0.1800000,0.2200000,0.2000000,0.1800000,0.2100000,0.2300000,0.2600000,0.3000000,0.3300000,0.3400000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.3900000,0.4000000
1749,0.07,0.08,0.08,0.12,0.15,0.15,0.1700000,0.1800000,0.1700000,0.1600000,0.1900000,0.2200000,0.2600000,0.3000000,0.3400000,0.3400000,0.3400000,0.3400000,0.3300000,0.3300000,0.3400000,0.3500000,0.3600000,0.3700000,0.3800000
1750,0.07,0.08,0.08,0.11,0.14,0.13,0.1700000,0.1700000,0.1400000,0.1300000,0.1500000,0.1700000,0.1900000,0.2100000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000
1751,0.07,0.08,0.08,0.11,0.15,0.15,0.1700000,0.1800000,0.1600000,0.1400000,0.1500000,0.1700000,0.1900000,0.2000000,0.2200000,0.2300000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2700000,0.2800000
1752,0.07,0.08,0.08,0.11,0.14,0.15,0.1700000,0.1700000,0.1700000,0.1200000,0.1300000,0.1500000,0.1700000,0.1900000,0.2200000,0.2200000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000
1753,0.07,0.07,0.08,0.12,0.15,0.15,0.1400000,0.1700000,0.1600000,0.1300000,0.1400000,0.1400000,0.1500000,0.1500000,0.1500000,0.1500000,0.1400000,0.1300000,0.1200000,0.1100000,0.1200000,0.1200000,0.1200000,0.1200000,0.1300000
1754,0.07,0.08,0.08,0.12,0.17,0.16,0.1600000,0.1500000,0.1600000,0.1200000,0.1200000,0.1300000,0.1400000,0.1600000,0.1700000,0.1500000,0.1400000,0.1200000,0.1100000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000,0.1000000
1755,0.07,0.08,0.09,0.13,0.17,0.17,0.1500000,0.1700000,0.1600000,0.1300000,0.1400000,0.1500000,0.1600000,0.1700000,0.1800000,0.1800000,0.1700000,0.1600000,0.1500000,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000
1756,0.07,0.08,0.09,0.13,0.17,0.17,0.1700000,0.1800000,0.1700000,0.1300000,0.1400000,0.1600000,0.1700000,0.1800000,0.1900000,0.2100000,0.2200000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000
1757,0.07,0.08,0.09,0.12,0.17,0.16,0.1400000,0.1700000,0.1600000,0.1300000,0.1400000,0.1600000,0.1700000,0.1800000,0.1900000,0.1900000,0.1900000,0.1800000,0.1700000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1900000
1758,0.07,0.08,0.08,0.1,0.15,0.13,0.1400000,0.1900000,0.1300000,0.1200000,0.1300000,0.1400000,0.1400000,0.1500000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000,0.2100000
1759,0.06,0.07,0.07,0.09,0.1,0.09,0.1100000,0.1000000,0.0800000,0.0600000,0.0700000,0.0700000,0.0800000,0.0900000,0.1000000,0.1000000,0.0900000,0.0800000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000
1760,0.02,0.03,0.02,0.02,0.02,0.03,0.0100000,0.0200000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1761,0.01,0.01,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1762,0.0,0.0,0.0,0.01,0.01,0.0,0.0000000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1763,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1764,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1765,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1766,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1767,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1768,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
1769,0.02,0.02,0.02,0.01,0.02,0.02,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
1770,0.07,0.08,0.09,0.12,0.16,0.16,0.1500000,0.1900000,0.1800000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2100000,0.2300000,0.2500000,0.2700000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000,0.3300000
1771,0.07,0.09,0.09,0.14,0.18,0.2,0.2000000,0.2300000,0.2100000,0.2100000,0.2300000,0.2500000,0.2800000,0.3100000,0.3300000,0.3500000,0.3800000,0.4000000,0.4200000,0.4500000,0.4600000,0.4700000,0.4800000,0.5000000,0.5100000
1772,0.07,0.08,0.09,0.12,0.15,0.16,0.1800000,0.2200000,0.2000000,0.1800000,0.2100000,0.2300000,0.2600000,0.3000000,0.3300000,0.3400000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.3900000,0.4000000
1773,0.07,0.08,0.08,0.12,0.15,0.15,0.1700000,0.1800000,0.1700000,0.1600000,0.1900000,0.2200000,0.2600000,0.3000000,0.3400000,0.3400000,0.3400000,0.3400000,0.3300000,0.3300000,0.3400000,0.3500000,0.3600000,0.3700000,0.3800000
1774,0.07,0.08,0.08,0.11,0.14,0.13,0.1700000,0.1700000,0.1400000,0.1300000,0.1500000,0.1700000,0.1900000,0.2100000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000
1775,0.07,0.08,0.08,0.11,0.15,0.15,0.1700000,0.1800000,0.1600000,0.1400000,0.1500000,0.1700000,0.1900000,0.2000000,0.2200000,0.2300000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2700000,0.2800000
1776,0.07,0.08,0.08,0.11,0.14,0.15,0.1700000,0.1700000,0.1700000,0.1200000,0.1300000,0.1500000,0.1700000,0.1900000,0.2200000,0.2200000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000
1777,0.07,0.08,0.09,0.13,0.18,0.2,0.2000000,0.2200000,0.1900000,0.1900000,0.2000000,0.2100000,0.2200000,0.2400000,0.2500000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000
1778,0.07,0.08,0.08,0.12,0.17,0.19,0.1900000,0.2300000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2400000,0.2500000,0.2600000,0.2600000,0.2700000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3100000
1779,0.06,0.07,0.08,0.12,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1900000,0.2000000,0.2200000,0.2300000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3400000,0.3400000,0.3500000,0.3600000,0.3700000
1780,0.07,0.08,0.08,0.12,0.16,0.18,0.1900000,0.2000000,0.1800000,0.1800000,0.2000000,0.2200000,0.2300000,0.2600000,0.2800000,0.2900000,0.3000000,0.3100000,0.3200000,0.3300000,0.3400000,0.3500000,0.3600000,0.3700000,0.3800000
1781,0.07,0.08,0.08,0.12,0.16,0.17,0.1800000,0.2100000,0.1900000,0.1900000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000
1782,0.07,0.08,0.08,0.12,0.15,0.16,0.1800000,0.1900000,0.1600000,0.1700000,0.1900000,0.2000000,0.2100000,0.2200000,0.2400000,0.2300000,0.2300000,0.2300000,0.2200000,0.2100000,0.2200000,0.2200000,0.2300000,0.2400000,0.2400000
1783,0.07,0.07,0.07,0.1,0.13,0.14,0.1400000,0.1600000,0.1500000,0.1400000,0.1500000,0.1700000,0.1800000,0.2000000,0.2100000,0.2100000,0.2100000,0.2100000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000
1784,0.05,0.06,0.05,0.05,0.06,0.06,0.0600000,0.0700000,0.0800000,0.0800000,0.0800000,0.0900000,0.1000000,0.1000000,0.1100000,0.1000000,0.1000000,0.0900000,0.0800000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000
1785,0.02,0.03,0.02,0.02,0.02,0.02,0.0200000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1786,0.02,0.02,0.01,0.01,0.02,0.02,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0300000,0.0300000
1787,0.02,0.02,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1788,0.02,0.02,0.01,0.02,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000
1789,0.01,0.02,0.01,0.02,0.02,0.04,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
1790,0.01,0.01,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000
1791,0.01,0.01,0.01,0.01,0.02,0.03,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000
1792,0.01,0.01,0.01,0.01,0.02,0.02,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000
1793,0.05,0.05,0.05,0.05,0.04,0.05,0.0500000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000
1794,0.08,0.09,0.09,0.15,0.2,0.22,0.2400000,0.2600000,0.2300000,0.2500000,0.2600000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3400000,0.3600000,0.3800000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000
1795,0.08,0.08,0.09,0.14,0.19,0.21,0.2200000,0.2500000,0.2200000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3900000,0.3800000,0.3700000,0.3500000,0.3300000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000,0.3500000
1796,0.08,0.08,0.09,0.13,0.16,0.19,0.2000000,0.2200000,0.2000000,0.2100000,0.2300000,0.2500000,0.2800000,0.3100000,0.3300000,0.3200000,0.3100000,0.2900000,0.2600000,0.2400000,0.2400000,0.2500000,0.2600000,0.2600000,0.2700000
1797,0.07,0.08,0.08,0.12,0.15,0.17,0.1800000,0.1900000,0.1800000,0.1900000,0.2100000,0.2200000,0.2400000,0.2600000,0.2800000,0.2700000,0.2600000,0.2400000,0.2300000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000,0.2400000
1798,0.07,0.07,0.08,0.11,0.15,0.17,0.1700000,0.1700000,0.1600000,0.1700000,0.1800000,0.2000000,0.2100000,0.2300000,0.2400000,0.2400000,0.2200000,0.2100000,0.2000000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000
1799,0.07,0.08,0.08,0.12,0.15,0.16,0.1600000,0.1600000,0.1600000,0.1600000,0.1700000,0.1800000,0.1900000,0.2000000,0.2000000,0.2100000,0.2100000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000
1800,0.07,0.08,0.08,0.12,0.17,0.17,0.1800000,0.1800000,0.1700000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1800000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1900000
1801,0.07,0.08,0.09,0.13,0.18,0.2,0.2000000,0.2200000,0.1900000,0.1900000,0.2000000,0.2100000,0.2200000,0.2400000,0.2500000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000
1802,0.07,0.08,0.08,0.12,0.17,0.19,0.1900000,0.2300000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2400000,0.2500000,0.2600000,0.2600000,0.2700000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3100000
1803,0.06,0.07,0.08,0.12,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1900000,0.2000000,0.2200000,0.2300000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3400000,0.3400000,0.3500000,0.3600000,0.3700000
